video_id,title,description,channel,query_used,label
7D4K9oi7oBM,Top 10 Counting Songs | Learn To Count | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp We love counting! Counting down. Counting up. Counting to 5.,Super Simple Songs - Kids Songs,kids counting numbers learning,Educational
2KwCtfvvMsY,Numbers 1 to 20 | Kids Count Numbers 1-20 | Toddler &amp; Preschool Educational Video | Lucas &amp; Friends,"Fun 1 to 20 numbers for Kids, introducing children to learn numbers 1 to 20 using cute and catchy tunes! Kids love watching ...",Toddler Learning Videos For Kids - Lucas & Friends,kids counting numbers learning,Educational
hOHrqPI9bVk,"Learn Numbers, Colors, Counting and Shapes with Ms Rachel | Learning Videos for Toddlers in English","Have your toddler learn with a real teacher, Miss Rachel! We have the best learning videos for toddlers because Miss Rachel and ...",Ms Rachel - Toddler Learning Videos,kids counting numbers learning,Educational
bGetqbqDVaA,Big Numbers Song | Count to 100 Song | The Singing Walrus,"Subscribe to our website for $3.99 USD monthly / $39.99 USD yearly! Watch all of our videos ad free, plus weekly printables and ...",The Singing Walrus - English Songs For Kids,kids counting numbers learning,Educational
S84fcGdEULk,Counting Up To 20 | Count Along With The Roundabouts! | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Counting is easy and fun with the Roundabouts and their bug ...,Super Simple Songs - Kids Songs,kids counting numbers learning,Educational
fHqjNHxmB7c,ChuChu TV Numbers Song - NEW Short Version - Number Rhymes For Children,Get the cute Baby Taku's Toy Bestie Plush at the ChuChu TV Store. It's great for cuddles and fun for your kids! Buy yours today!,ChuChu TV Nursery Rhymes & Kids Songs,kids counting numbers learning,Educational
JT0MmZcJ2Vw,ChuChu TV Classics - Numbers Song - Learn to Count from 1 to 10 | Nursery Rhymes and Kids Songs,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChu TV Nursery Rhymes & Kids Songs,kids counting numbers learning,Educational
V_lgJgBbqWE,Our Favorite Numbers Songs | Kids Songs | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Learn how to count with this collection of numbers songs for kids ...,Super Simple Songs - Kids Songs,kids counting numbers learning,Educational
eZ4roKAkOEg,"Count to 20 Song - Count 1-20 plus Counting Songs, Number Songs, Learning Songs for Toddlers, Kids",Count to 20 and move and dance with our super fun counting songs for kids and toddlers. This video also includes many more ...,Ms Rachel - Toddler Learning Videos,kids counting numbers learning,Educational
BQPZJr9Jm9s,Let’s Count 10 Little Buses – Vroom Vroom! 🚍🔟 #Counting #Learning #KidsSong,Subscribe now and never miss a video from Little Baby Bum ▻https://www.youtube.com/user/LittleBabyBum?sub_confirmation=1 ...,Little Baby Bum - Nursery Rhymes & Kids Songs,kids counting numbers learning,Educational
WL6RrtBSnls,Counting steps 🤪 #123andres #kidssong #kidsmusic #kinder #preschool #maths #kidsvideo  #shorts #kids,"Suscríbete: https://www.youtube.com/user/unodostresandres?sub_confirmation=1 Books, CDs and merch: ...",123 Andrés,kids counting numbers learning,Educational
7yDDSornHow,"Best Learning Numbers, Shapes &amp; Counting 1 - 10! Preschool Toddler Learning Toy Video","Embark on a wonderful adventure with your little ones as we explore the world of math! Today, we're having a great time learning ...",Quinn's Playhouse - Kids Learning Videos,kids counting numbers learning,Educational
-wgHi_h8K1s,Counting 1–10 for Kids | Fun Numbers Song #Shorts #CountingForKids #LearnNumbers,"Learn to count from 1 to 10 with this fun and simple numbers song! Perfect for toddlers, preschoolers, and kindergarten kids, ...",Little Learners Tunes,kids counting numbers learning,Educational
Yt8GFgxlITs,Counting 1 to 10 | Number Songs | PINKFONG Songs for Children,Subscribe and watch new videos uploaded every week. ☆ YouTube Channel: ...,Baby Shark - Pinkfong Kids’ Songs & Stories,kids counting numbers learning,Educational
nwPCirw-alY,Learn Numbers 1 to 10 👶✨ | Fun Kids Song &amp; Counting Rhyme | Nursery Rhymes for Children,"Welcome to Minik Düşler Akademisi! In this fun and educational kids song, children can learn numbers from 1 to 10 while singing ...",Minik Düşler Akademisi,kids counting numbers learning,Educational
gnW3BY-zCv0,1️⃣2️⃣3️⃣4️⃣5️⃣6️⃣7️⃣ / Learning Numbers /Counting,gigikids.net Save this fun song for playtime with your toddler #msrachel #cocomelon #bebefinn #lingokids #gigikids ...,Gigi Kids,kids counting numbers learning,Educational
Aq4UAss33qA,Count And Move (HD) | Counting Song for Kids! | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp We hope you enjoy this counting song! Practice counting to 20 with ...,Super Simple Songs - Kids Songs,kids counting numbers learning,Educational
IyI3EUmLRiQ,Counting Worms with Baby Bird | Learn Numbers &amp; Colors for Kids #learncolors #learnnumbers #toys,,Shinee - Educational Videos for Kids,kids counting numbers learning,Educational
GcsjhHhVunI,🍭 Learn Numbers and Counting 1 to 10 | Nursery Rhymes Collection from Dave and Ava 🍭,Download Dave and Ava's App for iOS ▻ https://bit.ly/DaveAndAvaiOSApps and Android ...,Dave and Ava - Nursery Rhymes and Baby Songs,kids counting numbers learning,Educational
7icEQpCaHSo,One Two Three | Learn Number | Toddler songs &amp; Nursery Rhymes | NuNuTv  #childrensongs #toddlersongs,Subscribe For New Kids Songs Every Week ▻▻ https://www.youtube.com/c/NuNuTVNurseryRhymes?sub_confirmation=1 ...,NuNu Tv - Nursery Rhymes ,kids counting numbers learning,Educational
9FnGTR-sKDw,Counting to Ten Song | Number Song for Babies and Kids! | Bimbleyboo,"Learn to count from 1 to 10 with this fun song for babies and kids! Count with us, sing along, and let's have some fun while we ...",Bimbleyboo,kids counting numbers learning,Educational
zDtRvUx-AHQ,Learn To Count With Blippi | Blippi Learning Numbers 1 to 10 | Educational Videos For Toddlers,Blippi teaches numbers 1-10 for toddlers and children in this video. Open the surprise boxes and learn numbers 1 to 10 with Blippi ...,Blippi - Educational Videos for Kids,kids counting numbers learning,Educational
DR-cfDsHCGA,Counting 1-10 Song | Number Songs for Children | The Singing Walrus,"Subscribe to our website for $3.99 USD monthly / $39.99 USD yearly! Watch all of our videos ad free, plus weekly printables and ...",The Singing Walrus - English Songs For Kids,kids counting numbers learning,Educational
By2hmo323xM,Counting Numbers | Numbers 1-20 Lesson for Children,"Subscribe to our website for $3.99 USD monthly / $39.99 USD yearly! Watch all of our videos ad free, plus weekly printables and ...",The Singing Walrus - English Songs For Kids,kids counting numbers learning,Educational
3QQ2BaL_zrw,Learn Numbers 1 to 10 | Counting to 10 | Count Numbers 1 2 3 4 5 6 7 8 9 10 With Lucas &amp; Friends,"Learn numbers 1 to 10 with this fun and easy video! Perfect number learning for toddlers, preschoolers, and young children.",Toddler Learning Videos For Kids - Lucas & Friends,kids counting numbers learning,Educational
ZJEIKkPXirg,Learn Numbers up to 20 for Preschool and Kindergarten | Counting for Kids | Kids Academy,Thousands of parents and educators are turning to the kids' learning app that makes real learning truly fun. Try Kids Academy ...,Kids Academy,kids counting numbers learning,Educational
vZWnHiBMEBs,Counting 10 Baby Trucks｜Learn 123s!｜Home Learning For Kids｜Early Education｜Toddler Fun Learning,"Learn to count 1 - 10 with Baby Trucks and Gecko, featuring baby buses, baby monster trucks and baby fire trucks. Love Gecko's ...",Toddler Fun Learning,kids counting numbers learning,Educational
bMj618spDaA,Numbers Song | Count to 10 Song For Children | Number Counting 1-10,Numbers song from 1 to 10 with Lucas and Ruby. ✔️ Help your child learn numbers with our nursery rhyme: 123 song rhyme ...,Toddler Learning Videos For Kids - Lucas & Friends,kids counting numbers learning,Educational
GCTN0l4gUKw,Learning Numbers &amp; Colors for Children with Wooden Caterpillar Toy | Tino - Toddlers Educational,Check out this learning video for kids about wooden toys! A funny caterpillar is trying to climb the slide but fails losing its parts.,Tino - Toys & Toddlers,kids counting numbers learning,Educational
OXGaGttahxY,The Counting Song | Count to 50 | Gracie’s Corner | Kids Songs + Nursery Rhymes,Come join me as we sing our numbers and roller skate while counting to 50. This fun kids song will definitely get you moving and ...,Gracie's Corner,kids counting numbers learning,Educational
lDmdYetMs7U,Counting is FUN 🤭 #123andres #kindergarten #maths #kidsvideo #kidssong  #shorts,"Suscríbete: https://www.youtube.com/user/unodostresandres?sub_confirmation=1 Books, CDs and merch: ...",123 Andrés,kids counting numbers learning,Educational
P6GteG95qb8,Learn Numbers with 3D Popsicle for Children Kids 1-10,Learn Numbers with 3D Popsicle for Children Kids 1-10.,edubuzzkids,kids counting numbers learning,Educational
BOjFLY2H5FA,Numbers from 1 to 10 - Number Songs - Learning to Count the numbers,"Educational video for children to learn numbers from 1 to 10. The little ones will learn how to trace numbers, how to pronounce ...",Smile and Learn - English,kids counting numbers learning,Educational
tXmC3UnVT-E,Learn Counting 🐤 Bounce Patrol Birdhouse | Full Episode,"Learn Counting with Bounce Patrol! In this episode of Bounce Patrol Birdhouse, Jackson jumps for gems, Jacinta's going ...",Bounce Patrol - Kids Songs,kids counting numbers learning,Educational
R-7fpak6wIo,Learn To Count Numbers | 123 Counting | 1234 Number Train | Preschool &amp; Kindergarten Education,numbers #number #123 This #video is a kids #cartoon which will help them #learn Numbers & Animal Names with the help of ...,Teddy & Timmy Edutainment - Education & Kids Songs,kids counting numbers learning,Educational
XYPsRs7HVz8,Counting Song - Learn to Count | Numbers and Counting Songs for Kids,"Learn to count from 1 to 10. Help Bounce Patrol count the birds, pandas and piglets! There's so many things to count, will you help ...",Bounce Patrol - Kids Songs,kids counting numbers learning,Educational
mRjKu4QwrE4,Colourful Math | Full Episodes | Learn to Count - @Numberblocks,Welcome to the Numberblocks colourful math compilation! Learn to count and all about the numbers with the full episodes!,Numberblocks,kids counting numbers learning,Educational
JyQgRUEZsQ0,"NUMBERS for Kids | ULTIMATE Educational Video | Teach kids to count 1 to 20, Colors &amp; Shapes Toy!",Join us for weekly educational play learning adventures that help your little one grow! We use popular toys for kids to teach ...,Kids Learn and Grow - Educational Videos,kids counting numbers learning,Educational
IIZYhvHlsU8,Learn To Count | Nursery Rhymes &amp; Children Songs | NuNu Tv #toddlersongs  #singalong #kids,Subscribe For New Kids Songs Every Week ▻▻ https://www.youtube.com/c/NuNuTVNurseryRhymes?sub_confirmation=1 ...,NuNu Tv - Nursery Rhymes ,kids counting numbers learning,Educational
Of5OQjCVV4w,Number songs 1-20 for kids | Learn to count | 15-Minute Learning with Baby Shark,15-Minute Learning Numbers with Baby Shark! Subscribe Pinkfong Baby Shark Official YouTube channel NOW for More Free ...,Baby Shark Classroom - Learning for Kids,kids counting numbers learning,Educational
ni-wPqFyzhQ,"1,2,3 Learn Numbers and ABC | Bebefinn Fun Nursery Rhymes for Kids | Compilation",Subscribe and watch full version of the songs uploaded every week. ☆ YouTube Channel: ...,Bebefinn - Nursery Rhymes & Kids Songs,kids counting numbers learning,Educational
3Tcy7iVYNzk,Counting Vehicles | Baby Nursery Rhyme Mix - Preschool Playhouse Songs,SUBSCRIBE to sing along to the NEWEST Lellobee Farm songs!,Preschool Playhouse,kids counting numbers learning,Educational
EbgwPx6mYu4,Counting 1 to 20 | Number Songs | PINKFONG Songs for Children,Subscribe and watch new videos uploaded every week. ☆ YouTube Channel: ...,Baby Shark - Pinkfong Kids’ Songs & Stories,kids counting numbers learning,Educational
GDPaxr8cdxA,Going up the stairs! 🪜🚀 #123andres #maths #counting #kindergarten #kidsmusic #kidsvideo #preschool,"Suscríbete: https://www.youtube.com/user/unodostresandres?sub_confirmation=1 Books, CDs and merch: ...",123 Andrés,kids counting numbers learning,Educational
G0Di8DP9f8w,Addition! | Level 1 | Numberblocks,"Welcome to our exciting math lesson - ""Learn All About Addition with Numberblocks""! In this video, we'll be exploring the world of ...",Numberblocks,kids counting numbers learning,Educational
9kSOuRWT_xQ,Numbers Song - Learn to Count from 1 to 10 + More ChuChu TV Nursery Rhymes &amp; Toddler Videos,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChu TV Nursery Rhymes & Kids Songs,kids counting numbers learning,Educational
3c5az7kVxpE,NEW! The colors of the rainbow! | Learn the colors and the Shapes | Titounis,New! How fun it is to learn the colors with Titounis and different shapes! Can you say all the colors of the rainbow? Learn them ...,Titounis Kids,children learning colors shapes,Educational
ZzbDlLQwzFc,Learn Colors 🟥🟧🟨🟩🟦🟪 with Blocks! Uh oh! Don&#39;t knock the tower down! #shorts #cocomelon,Which color block do you think will go next on the tower? Can you help Baby JJ decide how to build the best rainbow block tower?,Cocomelon - Nursery Rhymes,children learning colors shapes,Educational
ibwyHihda6A,"Baby Learning Colors, Shapes, Numbers, Alphabet, Fruits, Veggies, Dinosaurs &amp; Animals - 60 Min","Watch Baby Learning Colors, Shapes, Numbers, Alphabet, Fruits, Veggies, Dinosaurs & Animals - 60 Min. This fun-filled ...",Super Crazy Kids,children learning colors shapes,Educational
buSmn8gmOA4,Learn Shapes and Colors! 🟥🔵⭐ Preschool Education,Let's learn shapes and colors together! Can you match the colorful shapes to the right slots? #cocomelon #kidsvideo ...,Cocomelon - Nursery Rhymes,children learning colors shapes,Educational
99ko-QPJ4uQ,"Create &amp; Learn Colors, Fruits &amp; Shapes with Play Doh Ice Cream | Preschool Toddler Learning Video",SUBSCRIBE TO OUR CHANNEL TO SUPPORT US ...,ChupiChapa - Learning Videos for Kids,children learning colors shapes,Educational
m1-rsQ48iWc,Learn Colors with Block Tower! #cocomelon #shorts,Subscribe for new videos every week!,CoComelon Toy Play,children learning colors shapes,Educational
xZu04-umkjE,"Best Learning Colors, Names, Shapes and Numbers | Preschool Toddler Learning Video",SUBSCRIBE TO OUR CHANNEL TO SUPPORT US https://www.youtube.com/channel/UC9ldJzDyA_k1uDqKD6saAjA Hi kids!,ChupiChapa - Learning Videos for Kids,children learning colors shapes,Educational
jpwUp02HH0M,EASILY Learn Shapes and Colors!🟥🔵 #shorts #cocomelon,Welcome to the Moonbug Kids After School Club! Kick back and relax with some fun-filled content from your FAVORITE Moonbug ...,After School Club,children learning colors shapes,Educational
FiC3ClDnsG0,Learn Colors with Slide and More! | +Compilation | Colors for Kids | Pinkfong &amp; Hogi Nursery Rhymes,"Many Thanks to all of our 100 Million Subscribers on Youtube Channels!   Please take a moment, and participate in a survey for ...",Hogi! Pinkfong - Learn & Play,children learning colors shapes,Educational
6KfygLwIgqA,"Learn Colors, Numbers, Fruits &amp; Shapes! Baby Educational Fun with DIY Alphabet Wooden Toys for Kids","Watch Learn Colors, Numbers, Fruits & Shapes! Baby Educational Fun with DIY Alphabet Wooden Toys for Kids. Join the fun as ...",Super Crazy Kids,children learning colors shapes,Educational
qhOTU8_1Af4,Learn Colors - Preschool Chant - Colors Song for Preschool by ELF Learning - ELF Kids Videos,"Perfect for Toddlers and Preschool Kids. Learn 11 colors with this fun, bouncy video by ELF Learning. Both text and visual images ...",ELF Kids Videos,children learning colors shapes,Educational
-wIlJAzZiBQ,"Learn Colors,Numbers,Shapes,Alphabets Children Songs &amp; Nursery Rhymes - Kids TV","Welcome to Kids TV, where the warmth of childhood meets the joy of learning through fun nursery rhymes and toddler songs!",Kids TV - Nursery Rhymes And Baby Songs,children learning colors shapes,Educational
Kmz6RGtaw9s,Learning Fun Colors and Shapes for Kids! 🌈 + MORE CoComelon Nursery Rhymes &amp; Kids Songs,Join Baby JJ and his friends on their colorful learning adventure! Learn about primary and secondary colors in fun and artistic ...,Cocomelon - Nursery Rhymes,children learning colors shapes,Educational
6P3ioHlmFv8,Learning Colors &amp; Shapes with JJ! 🌈 #cocomelon #gameshorts #games,New Videos every week with lots more Moonbug friends to join! Subscribe to Moonbug Learning #shorts ...,Moonbug Kids - Learning #Shorts,children learning colors shapes,Educational
Ce_974bE0Xs,"Learn Numbers, Shapes, Colors and more with Max the Glow Train | 8 Cartoons with Max and Friends!","This educational compilation includes 8 short cartoons with Max the Glow Train and Friends! 1. ""Paint Adventure"" - Max and his ...",coilbook™ | Learning For Children,children learning colors shapes,Educational
tkpfg-1FJLU,Let&#39;s Learn The Colors! - Cartoon Animation Color Songs for Children by ChuChuTV,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChu TV Nursery Rhymes & Kids Songs,children learning colors shapes,Educational
BihhMsr4CCk,"Toddler Learning Videos | Kids Learn to Count, Shapes &amp; Colors Educational Videos For Toddlers",Join us for weekly educational play learning adventures that help your little one grow! We use popular toys for kids to teach ...,Kids Learn and Grow - Educational Videos,children learning colors shapes,Educational
o-6OKWU99Co,Shapes | Shapes learning for kids,"Teach kids about shapes, video specially for kids, toddlers and preschoolers. ▷ Please subscribe to our videos: ...",Happy Sunshine Friends,children learning colors shapes,Educational
VX17TtzC6bk,Matching Game By Shapes &amp; Colors! 🌈 #cocomelon #learning #games #gameshorts,Subscribe for new videos every week! https://www.youtube.com/c/CoComelon?sub_confirmation=1 Music available on all major ...,Crayola Crew Cartoons for Kids,children learning colors shapes,Educational
VdzzE20zQC8,The Shapes Song | Nursery Rhymes | Nursery Rhymes With Lyrics,VISIT OUR OFFICIAL WEBSITE : https://www.uspstudios.co/ WATCH KIDS TV VIDEOS ON OUR WEBSITE TOO ...,Oh My Genius - Nursery Rhymes And Kids Songs,children learning colors shapes,Educational
BZVmcPlgF70,Learning Shapes &amp; Colors with Dinosaur Cartoon Color Surprise Eggs 3D Kids Toddler Educational Video,Learning Shapes & Colors with Dinosaur Cartoon Color Surprise Eggs 3D Kids Toddler Educational Video Subscribe Here By ...,Super Crazy Kids,children learning colors shapes,Educational
AlB6ZNqykXU,I Like To Draw | Colors And Shapes Song | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Draw colorful shapes with Jelly from Noodle & Pals! Use this song ...,Super Simple Songs - Kids Songs,children learning colors shapes,Educational
V_JOxJo5OKU,Learn Colours and Shapes for Toddlers| Preschool Learning #toddlerlearning #learnshapes #learncolors,"If you want the toy I'm using, here is the link for a very similar one: https://amzn.to/3V4Xxr6 Learn Shapes, learn colours through ...",Curious Little One,children learning colors shapes,Educational
sSRD1ZJEUbY,Learn Shapes with Color Balls - Colors Videos Collection for Children,Learn Shapes with Color Balls - Colors Videos Collection for Children.,edubuzzkids,children learning colors shapes,Educational
PernSrcSM90,Halloween Shapes and Colors! #shorts,For more Meekah and Blippi videos be sure to SUBSCRIBE!,Meekah - Educational Videos for Kids,children learning colors shapes,Educational
SlyDc_Txtp4,Shapes Song | Colors Song | Children&#39;s Music | Nursery Rhymes &amp; Kids Songs - Little Treehouse,Hi Kids! Watch this Nursery Rhymes Collection by Little Treehouse! We hope you enjoy watching this animation as much as we ...,Little Treehouse Nursery Rhymes and Kids Songs,children learning colors shapes,Educational
7i68cD70dEE,"Learn Colors, ABCs and 123 Songs  + More Educational Nursery Rhymes &amp; Kids Songs - CoComelon","Learn the alphabet, numbers, and colors with CoComelon! In this educational nursery rhyme compilation, you will find some of the ...",Cocomelon - Nursery Rhymes,children learning colors shapes,Educational
85uUmrVFB9I,"Teach Kids Colors, Shapes, and Counting with some of the Best Educational Toys!",Best Preschool Learning Toys Compilation Videos for Kids! Long Educational Learning Movie for Kids! In today's educational ...,Genevieve's Playhouse - Learning Videos for Kids,children learning colors shapes,Educational
fAoAV6nTrEs,Learn Colors For Kids | What Color Is It? | Educational Video For Babies &amp; Toddlers To Learn Colors,"Enjoy a fun and hilarious sing-along song all about colors made just for kids! Lucas, Ruby, and their adorable friends join in to ...",Toddler Learning Videos For Kids - Lucas & Friends,children learning colors shapes,Educational
xnljxZZalXk,Halloween Colours and Shapes | 📖Blippi📖 Moonbug Kids📖 Learning Corner,For more Blippi videos and Blippi songs be sure to SUBSCRIBE to Blippi at https://youtube.com/Blippi?sub_confirmation=1 Brand ...,Moonbug Kids - Learning Corner,children learning colors shapes,Educational
95UDp8hZjRI,"Learn Shapes, Colours, Numbers &amp; Patterns Toddler Learning + Songs, Preschool Videos with Miss Katie",Help your little one learn and grow with this engaging educational video for toddlers! Designed to support early childhood ...,Miss Katie's Class- Toddler Learning Videos,children learning colors shapes,Educational
eR1uGkBxKiM,Learn Colors 🔴🟠🟡🟢🔵🟣 by Stacking the Rainbow Ring TOYS! #shorts #cocomelon,Which color ring do you think should go next? Can you help Baby JJ decide how to stack the rainbow rings?! #balls ...,Cocomelon - Nursery Rhymes,children learning colors shapes,Educational
y6Fo4i_pLyc,"Toy Learning Video for Toddlers - Learn Spanish Colors, Shapes, and Numbers with a Birthday Cake!","Toy Learning Video for Toddlers - Learn Spanish Colors, Shapes, and Numbers with a Birthday Cake! In this preschool learning ...",Genevieve's Playhouse - Learning Videos for Kids,children learning colors shapes,Educational
mgmAEHIlTZQ,"📚 Learn ABCs, Shapes, Numbers &amp; Colors | Fun Toddler &amp; Preschool Learning Video | Chu Happy Kids","Learn ABCs, Shapes, Numbers & Colors | Fun Toddler & Preschool Learning Video | Chu Happy Kids Get ready for a fun-filled ...",Chu Happy Kids TV,children learning colors shapes,Educational
8_WVx0Gtjx8,Blippi Halloween Colors &amp; Shapes! 🎃🟠🟣 | Fun Learning Moments #Blippi #Halloween&quot;,It's time to grab your best friends and join us in learning and adventures with your favorite characters! Whether it's Blippi and ...,Moonbug Kids - Fun with Friends!,children learning colors shapes,Educational
Y9_V--U7udc,The Shapes Song + More Nursery Rhymes And Kids Learning By Bob The Train,Bob Sing Along is home to various popular karaoke nursery rhymes that educate & entertain toddlers through music & story-telling ...,Bob The Train - Sing Along Nursery Rhymes,children learning colors shapes,Educational
7d7YvZEekbE,Purple Ocean Animals! Learn Colors with Toys for Kids 🐙💜,"Learn the color purple with our amazing ocean toys! In this super-fun short video, we'll show you a purple ray, a purple starfish, ...",Megan's World,children learning colors shapes,Educational
NZLevpNMhF8,Learn Colours and Shapes for Toddlers| Preschool Learning #toddlerlearning #learnshapes #learncolors,"If you want the toy I'm using, here is the link for a very similar one: https://amzn.to/3V4Xxr6 Non stimulating simple play, join us!",Curious Little One,children learning colors shapes,Educational
iGFOioqkCd0,"Colors, Fruits &amp; Shapes with Clay | Preschool Toddler Video",SUBSCRIBE TO OUR CHANNEL TO SUPPORT US ...,Niki’s Playhouse - Videos for Kids,children learning colors shapes,Educational
A2TLW0WBLow,Shape Songs + More | Nursery Rhymes | Super Simple Songs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Learn shapes with these Super Simple Songs. Plus more of your ...,Super Simple Songs - Kids Songs,children learning colors shapes,Educational
kVU81onv6Uw,Baby Shape Board! 🔵🔶🟨 Learn Shapes &amp; Colors!,Let's learn colors and shapes with Baby John. Get your glue and glitter ready - it's craft time with Little Angel DIY! Join us for ...,Little Angel: Nursery Rhymes & Kids Songs,children learning colors shapes,Educational
9_WBQISVHnw,Best Learning Video for Toddlers Learn Colors with Crayon Surprises!,"Best Learning Video for Toddlers Learn Colors with Crayon Surprises! In this preschool learning video for kids, teach kids colors, ...",Genevieve's Playhouse - Learning Videos for Kids,children learning colors shapes,Educational
wSSlwtED2Yg,ABC Phonics Song | CoComelon Nursery Rhymes &amp; Kids Songs,Sing along with the Phonics Song and learn all about the sounds that the letters of the alphabet make!,Cocomelon - Nursery Rhymes,phonics for kids learning,Educational
50SqWU6yEK0,ABC Phonics Song | Letter Sounds with Peppa Pig | ABC Phonics Song for Children | Kids Songs,This Phonics Song is a fun way to teach kids the sounds of the alphabet. Sing along and enjoy this educational song! First we ...,Peppa Pig - Nursery Rhymes and Kids Songs,phonics for kids learning,Educational
ChqnN3cKzXQ,ABC Phonics Chant for Children  |  Sounds and Actions from A to Z,A phonics chant with a picture for each letter from A to Z It's designed to help children learn the sounds of the letters in the English ...,Tora the Teacher,phonics for kids learning,Educational
R2frjzrC5Jg,Learn Phonics Song for Children (Official Video) Alphabet Song | Letter Sounds | Signing for babies,"Learn letter sounds of the English alphabet with sign language, Phonics and pictures of each letter and their sound, American ...",Patty Shukla Kids TV - Children's songs,phonics for kids learning,Educational
IPr_Ay-7aT0,The Phonics Song + More Preschool Learning Videos And Children Songs,Bob Sing Along is home to various popular karaoke nursery rhymes that educate & entertain toddlers through music & story-telling ...,Bob The Train - Sing Along Nursery Rhymes,phonics for kids learning,Educational
csbbViClPp0,Phonics Animals Song | Learn ABC Alphabet with Animals for Kids,Alphabet Animals Song | Learn the ABC Alphabet Animals Song for Kids | Education ABC Alphabet Phonics Nursery Rhyme ABC ...,Mega Fun Kids Songs & Nursery Rhymes,phonics for kids learning,Educational
AEKIV5JG3HQ,Animal Phonics Song 🐊 Learn the ABCs - Kids Alphabet Songs,Animal Alphabet - learn the letters of the alphabet and their phonics sounds with a wild assortment of animals! Say the phonics ...,Bounce Patrol - Kids Songs,phonics for kids learning,Educational
lJ7HkZhzIsI,ABC Phonics Song | Letter Sounds with Peppa Pig | ABC Phonics Song for Children | Kids Songs,This Phonics Song is a fun way to teach kids the sounds of the alphabet. Sing along and enjoy this educational song! First we ...,Peppa Pig - Nursery Rhymes and Kids Songs,phonics for kids learning,Educational
dkvvkaPzm7w,Phonics Song with Two Words + More ChuChu TV Nursery Rhymes &amp; Toddler Videos - Two Hours Collection,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChu TV Nursery Rhymes & Kids Songs,phonics for kids learning,Educational
pDoUeQ26EDU,"Phonics Song, ABC Song | ABC in the Supermarket | Nursery Rhymes &amp; Kids Songs | Yes! Neo","Let's find the ABCs in the supermarket with Neo! A is for apple, then what is B? Lyrics: Go go go go go. Phonics market. Yay!",Yes! Neo – Kids Songs and Cartoons,phonics for kids learning,Educational
ZA9DTkaR6ao,Letter Sounds Phonics Song YouTube Plus More Learning Songs for Kids,"Learn the letter sounds on YouTube with this phonics song for preschoolers, kids, and toddlers. Plus more learning songs for kids ...",Ms Rachel - Toddler Learning Videos,phonics for kids learning,Educational
qh5ieCqMCRk,Alphabet Song | Phonics Song,,Floaty fun kidz,phonics for kids learning,Educational
VxBEmaaSh1c,One Syllable Words | Phonics for Kids - Learn To Read | Alphablocks,Learning one syllable words with 'next steps' (at the 'red' level). The Alphablocks are 26 living letters who discover that whenever ...,Alphablocks,phonics for kids learning,Educational
GQElQvOowMQ,ABC Song / Kiddos Learn Phonics Song / Tiny Tots / ABC / Shapes Learning,ABC English Songs / ABC Junior Junction / ABC Song / Shapes Song / 123 Numbers Song / Colour Songs / THE PHONICS ...,ABC Junior Junction,phonics for kids learning,Educational
2K4o11uxhs0,ABC Phonics Song + More Nursery Rhymes &amp; Kids Songs - ABCs and 123s | Learn with CoComelon,Sing along with the Phonics Song and learn all about the sounds that the letters of the alphabet make! ⭐ Welcome to Learn ABC ...,Toddler Learning Songs & Cartoons,phonics for kids learning,Educational
hq3yfQnllfQ,Phonics Song with TWO Words - A For Apple - ABC Alphabet Songs with Sounds for Children,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChu TV Nursery Rhymes & Kids Songs,phonics for kids learning,Educational
mDY5BTyeQMs,The Right vs. Wrong Way to Teach Letters #shorts,Don't get me wrong: every child will need to know the letter names. But starting with letter SOUNDS first will help get them reading ...,Toddlers Can Read,phonics for kids learning,Educational
K0GujQE6Jqc,ABC Phonics Song - A for Apple + More Learning Videos &amp; Kids Music,"Welcome to ""Bob the Train,"" where the magic of learning comes alive! Join us on a whimsical journey filled with educational ...",Bob The Train - Nursery Rhymes & Cartoons for Kids,phonics for kids learning,Educational
bNg-ZQligKQ,ABC Phonics Song,Credits Melody and lyrics: Ja-Hae Oh Musical arrangement and sound mixing: Josh Grimley Animation: Ellie Hatzitolios Subscribe ...,The Singing Walrus - English Songs For Kids,phonics for kids learning,Educational
